2/20/2020 	 10:33:05 AM 
 This file comes from Vt only measurement 	 1.000000E+0 
 Voltage Sensitivity 	 0.000000E+0 
 Sampling rate 	 1000 
 Number of samples per channel 	 -1 
 No filter from Labview 	 	 	 
 	 
 ***End_of_Header*** 
 	 Time 	  Voltage 	 Filtered Voltage 	 
	16.576000	0.281778
	16.577000	0.259716
	16.578000	0.211376
	16.579000	0.189964
	16.580000	0.158818
	16.581000	0.161089
	16.582000	0.203914
	16.583000	0.188990
	16.584000	0.320385
	16.585000	0.382027
	16.586000	0.362237
	16.587000	0.319412
	16.588000	0.293133
	16.589000	0.257770
	16.590000	0.235708
	16.591000	0.224029
	16.592000	0.250957
	16.593000	0.286320
	16.594000	0.275289
	16.595000	0.214945
	16.596000	0.227273
	16.597000	0.262636
	16.598000	0.296377
	16.599000	0.275289
	16.600000	0.367752
	16.601000	0.354775
	16.602000	0.365805
	16.603000	0.385596
	16.604000	0.360939
	16.605000	0.325900
	16.606000	0.329145
	16.607000	0.358992
	16.608000	0.336282
	16.609000	0.330442
	16.610000	0.281453
	16.611000	0.260690
	16.612000	0.250308
	16.613000	0.227598
	16.614000	0.249334
	16.615000	0.231815
	16.616000	0.257770
	16.617000	0.293457
	16.618000	0.312599
	16.619000	0.286969
	16.620000	0.289240
	16.621000	0.247063
	16.622000	0.262636
	16.623000	0.296377
	16.624000	0.307083
	16.625000	0.275613
	16.626000	0.277560
	16.627000	0.306759
	16.628000	0.255823
	16.629000	0.271396
	16.630000	0.330118
	16.631000	0.362886
	16.632000	0.387218
	16.633000	0.362237
	16.634000	0.348286
	16.635000	0.346664
	16.636000	0.397275
	16.637000	0.435234
	16.638000	0.387867
	16.639000	0.319736
	16.640000	0.271396
	16.641000	0.254201
	16.642000	0.228895
	16.643000	0.221433
	16.644000	0.148436
	16.645000	0.095229
	16.646000	0.149734
	16.647000	0.179257
	16.648000	0.262636
	16.649000	0.374241
	16.650000	0.421932
	16.651000	0.385920
	16.652000	0.421932
	16.653000	0.443345
	16.654000	0.388191
	16.655000	0.327847
	16.656000	0.327847
	16.657000	0.249659
	16.658000	0.250957
	16.659000	0.281129
	16.660000	0.261338
	16.661000	0.216242
	16.662000	0.232788
	16.663000	0.242846
	16.664000	0.258743
	16.665000	0.241873
	16.666000	0.189639
	16.667000	0.283400
	16.668000	0.323954
	16.669000	0.284049
	16.670000	0.286969
	16.671000	0.269449
	16.672000	0.286644
	16.673000	0.270098
	16.674000	0.233437
	16.675000	0.233437
	16.676000	0.283075
	16.677000	0.283075
	16.678000	0.239602
	16.679000	0.261338
	16.680000	0.334336
	16.681000	0.370023
	16.682000	0.347313
	16.683000	0.352504
	16.684000	0.311950
	16.685000	0.303515
	16.686000	0.320061
	16.687000	0.322007
	16.688000	0.320709
	16.689000	0.279182
	16.690000	0.256796
	16.691000	0.285671
	16.692000	0.247063
	16.693000	0.242846
	16.694000	0.261663
	16.695000	0.249010
	16.696000	0.259392
	16.697000	0.299946
	16.698000	0.322980
	16.699000	0.334336
	16.700000	0.363859
	16.701000	0.395004
	16.702000	0.424203
	16.703000	0.461837
	16.704000	0.431341
	16.705000	0.408630
	16.706000	0.426799
	16.707000	0.375214
	16.708000	0.297999
	16.709000	0.254525
	16.710000	0.193208
	16.711000	0.115993
	16.712000	0.098149
	16.713000	0.115344
	16.714000	0.096852
	16.715000	0.139677
	16.716000	0.207807
	16.717000	0.320385
	16.718000	0.343095
	16.719000	0.370672
	16.720000	0.424528
	16.721000	0.493307
	16.722000	0.464433
	16.723000	0.383000
	16.724000	0.306434
	16.725000	0.234735
	16.726000	0.205861
	16.727000	0.160765
	16.728000	0.087119
	16.729000	0.108531
	16.730000	0.133512
	16.731000	0.217865
	16.732000	0.362561
	16.733000	0.401817
	16.734000	0.367103
	16.735000	0.327198
	16.736000	0.334336
	16.737000	0.349584
	16.738000	0.334011
	16.739000	0.309030
	16.740000	0.318763
	16.741000	0.275613
	16.742000	0.251606
	16.743000	0.273018
	16.744000	0.285022
	16.745000	0.259392
	16.746000	0.317141
	16.747000	0.315519
	16.748000	0.313572
	16.749000	0.339851
	16.750000	0.351530
	16.751000	0.319412
	16.752000	0.298973
	16.753000	0.323629
	16.754000	0.308705
	16.755000	0.237006
	16.756000	0.244792
	16.757000	0.250957
	16.758000	0.249983
	16.759000	0.235708
	16.760000	0.294430
	16.761000	0.419012
	16.762000	0.466379
	16.763000	0.413821
	16.764000	0.372294
	16.765000	0.280155
	16.766000	0.280155
	16.767000	0.240575
	16.768000	0.249010
	16.769000	0.237655
	16.770000	0.259716
	16.771000	0.160116
	16.772000	0.238628
	16.773000	0.287293
	16.774000	0.319412
	16.775000	0.297026
	16.776000	0.350233
	16.777000	0.320061
	16.778000	0.230517
	16.779000	0.214945
	16.780000	0.245117
	16.781000	0.235384
	16.782000	0.238628
	16.783000	0.228895
	16.784000	0.205536
	16.785000	0.250632
	16.786000	0.272045
	16.787000	0.347313
	16.788000	0.334984
	16.789000	0.329145
	16.790000	0.357370
	16.791000	0.317141
	16.792000	0.285022
	16.793000	0.274640
	16.794000	0.269125
	16.795000	0.226949
	16.796000	0.240899
	16.797000	0.266205
	16.798000	0.283075
	16.799000	0.307083
	16.800000	0.323954
	16.801000	0.374890
	16.802000	0.392733
	16.803000	0.379756
	16.804000	0.355099
	16.805000	0.318763
	16.806000	0.302866
	16.807000	0.284049
	16.808000	0.229869
	16.809000	0.261338
	16.810000	0.254850
	16.811000	0.237655
	16.812000	0.248686
	16.813000	0.268152
	16.814000	0.269449
	16.815000	0.281129
	16.816000	0.282102
	16.817000	0.298973
	16.818000	0.309030
	16.819000	0.339526
	16.820000	0.400195
	16.821000	0.414470
	16.822000	0.399222
	16.823000	0.379756
	16.824000	0.344393
	16.825000	0.337580
	16.826000	0.300595
	16.827000	0.259067
	16.828000	0.168551
	16.829000	0.152978
	16.830000	0.183150
	16.831000	0.156223
	16.832000	0.239277
	16.833000	0.344717
	16.834000	0.351855
	16.835000	0.461188
	16.836000	0.548460
	16.837000	0.549109
	16.838000	0.431665
	16.839000	0.305786
	16.840000	0.231815
	16.841000	0.170498
	16.842000	0.121184
	16.843000	0.107882
	16.844000	0.049485
	16.845000	0.010553
	16.846000	0.141948
	16.847000	0.272369
	16.848000	0.329145
	16.849000	0.371321
	16.850000	0.387218
	16.851000	0.371321
	16.852000	0.378458
	16.853000	0.429070
	16.854000	0.382351
	16.855000	0.352828
	16.856000	0.318114
	16.857000	0.322332
	16.858000	0.256472
	16.859000	0.213323
	16.860000	0.191586
	16.861000	0.166929
	16.862000	0.235059
	16.863000	0.217216
	16.864000	0.254850
	16.865000	0.248361
	16.866000	0.272045
	16.867000	0.316167
	16.868000	0.364832
	16.869000	0.361588
	16.870000	0.372943
	16.871000	0.352179
	16.872000	0.366454
	16.873000	0.406359
	16.874000	0.377161
	16.875000	0.314870
	16.876000	0.285346
	16.877000	0.226300
	16.878000	0.162387
	16.879000	0.193857
	16.880000	0.229220
	16.881000	0.278533
	16.882000	0.256148
	16.883000	0.315519
	16.884000	0.322332
	16.885000	0.311625
	16.886000	0.342446
	16.887000	0.345042
	16.888000	0.283724
	16.889000	0.237979
	16.890000	0.245766
	16.891000	0.286320
	16.892000	0.244468
	16.893000	0.302217
	16.894000	0.319412
	16.895000	0.367752
	16.896000	0.396302
	16.897000	0.363859
	16.898000	0.347962
	16.899000	0.322980
	16.900000	0.329794
	16.901000	0.307408
	16.902000	0.272045
	16.903000	0.248037
	16.904000	0.176986
	16.905000	0.170498
	16.906000	0.211700
	16.907000	0.236033
	16.908000	0.240250
	16.909000	0.233762
	16.910000	0.248037
	16.911000	0.231815
	16.912000	0.268476
	16.913000	0.314545
	16.914000	0.354126
	16.915000	0.361588
	16.916000	0.379756
	16.917000	0.390138
	16.918000	0.375863
	16.919000	0.327847
	16.920000	0.400520
	16.921000	0.454375
	16.922000	0.352179
	16.923000	0.291186
	16.924000	0.206510
	16.925000	0.184124
	16.926000	0.184448
	16.927000	0.170173
	16.928000	0.139028
	16.929000	0.136108
	16.930000	0.092958
	16.931000	0.195803
	16.932000	0.373916
	16.933000	0.522506
	16.934000	0.550083
	16.935000	0.488441
	16.936000	0.461837
	16.937000	0.399222
	16.938000	0.345042
	16.939000	0.270747
	16.940000	0.192883
	16.941000	0.118264
	16.942000	0.068302
	16.943000	0.112100
	16.944000	0.116966
	16.945000	0.217216
	16.946000	0.278209
	16.947000	0.339202
	16.948000	0.366779
	16.949000	0.425825
	16.950000	0.471570
	16.951000	0.433287
	16.952000	0.382676
	16.953000	0.354775
	16.954000	0.306759
	16.955000	0.304488
	16.956000	0.260365
	16.957000	0.282751
	16.958000	0.219487
	16.959000	0.181528
	16.960000	0.165956
	16.961000	0.165956
	16.962000	0.247063
	16.963000	0.274965
	16.964000	0.255823
	16.965000	0.266529
	16.966000	0.261014
	16.967000	0.307083
	16.968000	0.317465
	16.969000	0.302217
	16.970000	0.365157
	16.971000	0.355748
	16.972000	0.348611
	16.973000	0.363210
	16.974000	0.335309
	16.975000	0.319412
	16.976000	0.337904
	16.977000	0.289240
	16.978000	0.235708
	16.979000	0.257445
	16.980000	0.292159
	16.981000	0.231815
	16.982000	0.237655
	16.983000	0.304488
	16.984000	0.363210
	16.985000	0.324603
	16.986000	0.393058
	16.987000	0.409604
	16.988000	0.393058
	16.989000	0.319087
	16.990000	0.292159
	16.991000	0.321034
	16.992000	0.324603
	16.993000	0.257445
	16.994000	0.198074
	16.995000	0.212025
	16.996000	0.281453
	16.997000	0.341797
	16.998000	0.397924
	16.999000	0.377485
	17.000000	0.358343
	17.001000	0.305461
	17.002000	0.225975
	17.003000	0.251281
	17.004000	0.234086
	17.005000	0.190612
	17.006000	0.133512
	17.007000	0.132215
	17.008000	0.113073
	17.009000	0.179257
	17.010000	0.194830
	17.011000	0.204239
	17.012000	0.274640
	17.013000	0.347962
	17.014000	0.360939
	17.015000	0.406359
	17.016000	0.412199
	17.017000	0.403115
	17.018000	0.370996
	17.019000	0.313896
	17.020000	0.312923
	17.021000	0.321034
	17.022000	0.245766
	17.023000	0.236357
	17.024000	0.217865
	17.025000	0.199696
	17.026000	0.218513
	17.027000	0.266854
	17.028000	0.231491
	17.029000	0.244792
	17.030000	0.278858
	17.031000	0.296053
	17.032000	0.329794
	17.033000	0.347313
	17.034000	0.338229
	17.035000	0.318763
	17.036000	0.332065
	17.037000	0.329145
	17.038000	0.316167
	17.039000	0.284049
	17.040000	0.316816
	17.041000	0.289564
	17.042000	0.263285
	17.043000	0.281778
	17.044000	0.312599
	17.045000	0.322332
	17.046000	0.365157
	17.047000	0.412848
	17.048000	0.411550
	17.049000	0.454375
	17.050000	0.535483
	17.051000	0.440749
	17.052000	0.349584
	17.053000	0.303839
	17.054000	0.278533
	17.055000	0.215918
	17.056000	0.130917
	17.057000	0.097825
	17.058000	0.080306
	17.059000	0.098149
	17.060000	0.152005
	17.061000	0.308057
	17.062000	0.512448
	17.063000	0.590312
	17.064000	0.537430
	17.065000	0.451780
	17.066000	0.359966
	17.067000	0.310003
	17.068000	0.277236
	17.069000	0.223380
	17.070000	0.198723
	17.071000	0.016068
	17.072000	-0.055307
	17.073000	0.094905
	17.074000	0.145841
	17.075000	0.279182
	17.076000	0.370347
	17.077000	0.446264
	17.078000	0.386245
	17.079000	0.364508
	17.080000	0.354450
	17.081000	0.317465
	17.082000	0.290213
	17.083000	0.292808
	17.084000	0.216242
	17.085000	0.113398
	17.086000	0.093607
	17.087000	0.151032
	17.088000	0.324278
	17.089000	0.350882
	17.090000	0.349908
	17.091000	0.357370
	17.092000	0.325251
	17.093000	0.341797
	17.094000	0.316492
	17.095000	0.310003
	17.096000	0.327847
	17.097000	0.329794
	17.098000	0.302217
	17.099000	0.302866
	17.100000	0.288591
	17.101000	0.324603
	17.102000	0.258419
	17.103000	0.288266
	17.104000	0.284698
	17.105000	0.257770
	17.106000	0.253228
	17.107000	0.260365
	17.108000	0.210078
	17.109000	0.219162
	17.110000	0.216891
	17.111000	0.181853
	17.112000	0.208132
	17.113000	0.230517
	17.114000	0.255823
	17.115000	0.289564
	17.116000	0.319412
	17.117000	0.354450
	17.118000	0.373592
	17.119000	0.376836
	17.120000	0.372618
	17.121000	0.367428
	17.122000	0.342771
	17.123000	0.330767
	17.124000	0.306434
	17.125000	0.255823
	17.126000	0.268152
	17.127000	0.349584
	17.128000	0.368076
	17.129000	0.341149
	17.130000	0.364832
	17.131000	0.465730
	17.132000	0.512448
	17.133000	0.642870
	17.134000	0.511151
	17.135000	0.419337
	17.136000	0.312274
	17.137000	0.219487
	17.138000	0.150707
	17.139000	0.074466
	17.140000	0.058893
	17.141000	0.049485
	17.142000	-0.042978
	17.143000	-0.036165
	17.144000	0.180231
	17.145000	0.389164
	17.146000	0.393707
	17.147000	0.366779
	17.148000	0.382351
	17.149000	0.409928
	17.150000	0.533537
	17.151000	0.519586
	17.152000	0.454700
	17.153000	0.401817
	17.154000	0.284373
	17.155000	0.205861
	17.156000	0.201319
	17.157000	0.203914
	17.158000	0.184124
	17.159000	0.170498
	17.160000	0.157196
	17.161000	0.099447
	17.162000	0.193857
	17.163000	0.324603
	17.164000	0.304163
	17.165000	0.273342
	17.166000	0.236682
	17.167000	0.224353
	17.168000	0.236682
	17.169000	0.246415
	17.170000	0.312923
	17.171000	0.300595
	17.172000	0.283724
	17.173000	0.284049
	17.174000	0.303190
	17.175000	0.265232
	17.176000	0.273018
	17.177000	0.269449
	17.178000	0.286644
	17.179000	0.387218
	17.180000	0.390462
	17.181000	0.374890
	17.182000	0.351206
	17.183000	0.348286
	17.184000	0.330767
	17.185000	0.300595
	17.186000	0.280804
	17.187000	0.246090
	17.188000	0.213971
	17.189000	0.166929
	17.190000	0.163360
	17.191000	0.215918
	17.192000	0.260690
	17.193000	0.261338
	17.194000	0.256148
	17.195000	0.266529
	17.196000	0.291186
	17.197000	0.326874
	17.198000	0.341473
	17.199000	0.359641
	17.200000	0.359966
	17.201000	0.331416
	17.202000	0.331416
	17.203000	0.377161
	17.204000	0.342771
	17.205000	0.301892
	17.206000	0.260690
	17.207000	0.242521
	17.208000	0.227922
	17.209000	0.261987
	17.210000	0.283075
	17.211000	0.251281
	17.212000	0.325900
	17.213000	0.325251
	17.214000	0.330767
	17.215000	0.363210
	17.216000	0.393707
	17.217000	0.393382
	17.218000	0.395653
	17.219000	0.372294
	17.220000	0.418039
	17.221000	0.422581
	17.222000	0.444967
	17.223000	0.401817
	17.224000	0.338878
	17.225000	0.235384
	17.226000	0.206834
	17.227000	0.198074
	17.228000	0.183475
	17.229000	0.200021
	17.230000	0.196777
	17.231000	0.240899
	17.232000	0.241224
	17.233000	0.274965
	17.234000	0.371645
	17.235000	0.391111
	17.236000	0.370672
	17.237000	0.331740
	17.238000	0.296377
	17.239000	0.226300
	17.240000	0.176662
	17.241000	0.228246
	17.242000	0.180231
	17.243000	0.200021
	17.244000	0.288266
	17.245000	0.384622
	17.246000	0.411226
	17.247000	0.408630
	17.248000	0.366130
	17.249000	0.332713
	17.250000	0.324927
	17.251000	0.366779
	17.252000	0.360290
	17.253000	0.306110
	17.254000	0.257445
	17.255000	0.210403
	17.256000	0.195154
	17.257000	0.170822
	17.258000	0.141623
	17.259000	0.135783
	17.260000	0.137730
	17.261000	0.117291
	17.262000	0.173093
	17.263000	0.194830
	17.264000	0.222731
	17.265000	0.240575
	17.266000	0.296053
	17.267000	0.357046
	17.268000	0.407657
	17.269000	0.407008
	17.270000	0.395653
	17.271000	0.309030
	17.272000	0.291835
	17.273000	0.238628
	17.274000	0.267503
	17.275000	0.267178
	17.276000	0.266529
	17.277000	0.257445
	17.278000	0.228571
	17.279000	0.267827
	17.280000	0.299621
	17.281000	0.296701
	17.282000	0.317790
	17.283000	0.368076
	17.284000	0.381054
	17.285000	0.402466
	17.286000	0.426150
	17.287000	0.396951
	17.288000	0.364183
	17.289000	0.312599
	17.290000	0.271720
	17.291000	0.224029
	17.292000	0.187044
	17.293000	0.181204
	17.294000	0.200345
	17.295000	0.203265
	17.296000	0.221758
	17.297000	0.277236
	17.298000	0.330767
	17.299000	0.373267
	17.300000	0.437180
	17.301000	0.413172
	17.302000	0.395329
	17.303000	0.442371
	17.304000	0.445291
	17.305000	0.430692
	17.306000	0.451131
	17.307000	0.405386
	17.308000	0.333362
	17.309000	0.248037
	17.310000	0.205861
	17.311000	0.182502
	17.312000	0.181528
	17.313000	0.262312
	17.314000	0.317141
	17.315000	0.250308
	17.316000	0.288591
	17.317000	0.368725
	17.318000	0.353477
	17.319000	0.311301
	17.320000	0.275289
	17.321000	0.228895
	17.322000	0.178608
	17.323000	0.133188
	17.324000	0.173742
	17.325000	0.168551
	17.326000	0.183799
	17.327000	0.200345
	17.328000	0.157520
	17.329000	0.233437
	17.330000	0.276911
	17.331000	0.283075
	17.332000	0.309030
	17.333000	0.349908
	17.334000	0.361588
	17.335000	0.402466
	17.336000	0.413821
	17.337000	0.434585
	17.338000	0.420959
	17.339000	0.350557
	17.340000	0.312923
	17.341000	0.255174
	17.342000	0.215269
	17.343000	0.188341
	17.344000	0.152005
	17.345000	0.139677
	17.346000	0.143570
	17.347000	0.216242
	17.348000	0.259392
	17.349000	0.300595
	17.350000	0.358668
	17.351000	0.369374
	17.352000	0.348611
	17.353000	0.382351
	17.354000	0.378458
	17.355000	0.375863
	17.356000	0.357046
	17.357000	0.340824
	17.358000	0.320709
	17.359000	0.304812
	17.360000	0.314545
	17.361000	0.339202
	17.362000	0.351855
	17.363000	0.370672
	17.364000	0.349584
	17.365000	0.326549
	17.366000	0.295404
	17.367000	0.278858
	17.368000	0.225975
	17.369000	0.186395
	17.370000	0.212674
	17.371000	0.178284
	17.372000	0.138054
	17.373000	0.185746
	17.374000	0.219487
	17.375000	0.249983
	17.376000	0.278209
	17.377000	0.326225
	17.378000	0.312923
	17.379000	0.319087
	17.380000	0.333362
	17.381000	0.339526
	17.382000	0.325576
	17.383000	0.342122
	17.384000	0.330767
	17.385000	0.362886
	17.386000	0.390787
	17.387000	0.321034
	17.388000	0.309679
	17.389000	0.301892
	17.390000	0.306434
	17.391000	0.277236
	17.392000	0.219487
	17.393000	0.187692
	17.394000	0.202616
	17.395000	0.195479
	17.396000	0.213323
	17.397000	0.235059
	17.398000	0.251281
	17.399000	0.306110
	17.400000	0.331740
	17.401000	0.367752
	17.402000	0.362561
	17.403000	0.400520
	17.404000	0.381054
	17.405000	0.332389
	17.406000	0.313248
	17.407000	0.292808
	17.408000	0.257445
	17.409000	0.256796
	17.410000	0.274640
	17.411000	0.254525
	17.412000	0.273991
	17.413000	0.302541
	17.414000	0.324278
	17.415000	0.307083
	17.416000	0.315194
	17.417000	0.335958
	17.418000	0.375863
	17.419000	0.448535
	17.420000	0.422581
	17.421000	0.384947
	17.422000	0.363859
	17.423000	0.313896
	17.424000	0.274316
	17.425000	0.203914
	17.426000	0.247712
	17.427000	0.256472
	17.428000	0.224029
	17.429000	0.256148
	17.430000	0.270747
	17.431000	0.206185
	17.432000	0.223704
	17.433000	0.266205
	17.434000	0.220136
	17.435000	0.203590
	17.436000	0.205212
	17.437000	0.230193
	17.438000	0.314545
	17.439000	0.337580
	17.440000	0.346340
	17.441000	0.359317
	17.442000	0.445616
	17.443000	0.429718
	17.444000	0.385271
	17.445000	0.339202
	17.446000	0.290537
	17.447000	0.282427
	17.448000	0.207158
	17.449000	0.140650
	17.450000	0.208781
	17.451000	0.184124
	17.452000	0.170822
	17.453000	0.240575
	17.454000	0.270747
	17.455000	0.296053
	17.456000	0.290862
	17.457000	0.288591
	17.458000	0.258419
	17.459000	0.318438
	17.460000	0.291835
	17.461000	0.242197
	17.462000	0.263934
	17.463000	0.260690
	17.464000	0.265556
	17.465000	0.281453
	17.466000	0.300919
	17.467000	0.320385
	17.468000	0.331416
	17.469000	0.370996
	17.470000	0.391111
	17.471000	0.384298
	17.472000	0.376187
	17.473000	0.320385
	17.474000	0.275289
	17.475000	0.218189
	17.476000	0.206510
	17.477000	0.202292
	17.478000	0.164658
	17.479000	0.197750
	17.480000	0.237979
	17.481000	0.258094
	17.482000	0.303190
	17.483000	0.361588
	17.484000	0.370347
	17.485000	0.370996
	17.486000	0.410901
	17.487000	0.415443
	17.488000	0.401817
	17.489000	0.386569
	17.490000	0.359966
	17.491000	0.304488
	17.492000	0.253228
	17.493000	0.242846
	17.494000	0.225975
	17.495000	0.212998
	17.496000	0.213971
	17.497000	0.264907
	17.498000	0.297999
	17.499000	0.375863
	17.500000	0.460215
	17.501000	0.433936
	17.502000	0.394031
	17.503000	0.387867
	17.504000	0.355748
	17.505000	0.304812
	17.506000	0.268476
	17.507000	0.229869
	17.508000	0.158169
	17.509000	0.135135
	17.510000	0.121833
	17.511000	0.192559
	17.512000	0.335958
	17.513000	0.351855
	17.514000	0.370672
	17.515000	0.335633
	17.516000	0.309354
	17.517000	0.322980
	17.518000	0.297999
	17.519000	0.265880
	17.520000	0.262312
	17.521000	0.254201
	17.522000	0.215918
	17.523000	0.253228
	17.524000	0.236682
	17.525000	0.220136
	17.526000	0.247712
	17.527000	0.309030
	17.528000	0.280480
	17.529000	0.324603
	17.530000	0.359966
	17.531000	0.343420
	17.532000	0.323305
	17.533000	0.346340
	17.534000	0.379432
	17.535000	0.423554
	17.536000	0.428745
	17.537000	0.367752
	17.538000	0.299621
	17.539000	0.298324
	17.540000	0.300595
	17.541000	0.248037
	17.542000	0.188666
	17.543000	0.109504
	17.544000	0.108531
	17.545000	0.138703
	17.546000	0.209429
	17.547000	0.269125
	17.548000	0.250632
	17.549000	0.298648
	17.550000	0.354775
	17.551000	0.396626
	17.552000	0.375863
	17.553000	0.434909
	17.554000	0.443669
	17.555000	0.398573
	17.556000	0.316492
	17.557000	0.279507
	17.558000	0.195479
	17.559000	0.167902
	17.560000	0.171146
	17.561000	0.146814
	17.562000	0.197750
	17.563000	0.242197
	17.564000	0.197101
	17.565000	0.226624
	17.566000	0.309030
	17.567000	0.377809
	17.568000	0.385596
	17.569000	0.358668
	17.570000	0.405711
	17.571000	0.399546
	17.572000	0.377809
	17.573000	0.360615
	17.574000	0.284698
	17.575000	0.223704
	17.576000	0.212025
	17.577000	0.219162
	17.578000	0.181204
	17.579000	0.189315
	17.580000	0.199372
	17.581000	0.231166
	17.582000	0.254201
	17.583000	0.331091
	17.584000	0.378134
	17.585000	0.409279
	17.586000	0.420959
	17.587000	0.437505
	17.588000	0.434260
	17.589000	0.415768
	17.590000	0.368401
	17.591000	0.316167
	17.592000	0.245117
	17.593000	0.200994
	17.594000	0.222731
	17.595000	0.194506
	17.596000	0.222082
	17.597000	0.263285
	17.598000	0.310976
	17.599000	0.361588
	17.600000	0.402791
	17.601000	0.382351
	17.602000	0.342771
	17.603000	0.397924
	17.604000	0.348611
	17.605000	0.265880
	17.606000	0.224029
	17.607000	0.217216
	17.608000	0.180231
	17.609000	0.181204
	17.610000	0.200021
	17.611000	0.157196
	17.612000	0.176662
	17.613000	0.212998
	17.614000	0.284698
	17.615000	0.341473
	17.616000	0.374241
	17.617000	0.387218
	17.618000	0.379756
	17.619000	0.390787
	17.620000	0.434585
	17.621000	0.399546
	17.622000	0.287617
	17.623000	0.275613
	17.624000	0.229869
	17.625000	0.164009
	17.626000	0.151356
	17.627000	0.170498
	17.628000	0.122157
	17.629000	0.174391
	17.630000	0.246415
	17.631000	0.264583
	17.632000	0.304812
	17.633000	0.404737
	17.634000	0.422257
	17.635000	0.411226
	17.636000	0.413821
	17.637000	0.384298
	17.638000	0.345366
	17.639000	0.325576
	17.640000	0.317465
	17.641000	0.292484
	17.642000	0.265556
	17.643000	0.274316
	17.644000	0.216242
	17.645000	0.213647
	17.646000	0.252254
	17.647000	0.271396
	17.648000	0.273342
	17.649000	0.283075
	17.650000	0.331416
	17.651000	0.345366
	17.652000	0.368401
	17.653000	0.371970
	17.654000	0.338553
	17.655000	0.306759
	17.656000	0.256148
	17.657000	0.216242
	17.658000	0.226949
	17.659000	0.250632
	17.660000	0.261987
	17.661000	0.225975
	17.662000	0.272045
	17.663000	0.307732
	17.664000	0.297350
	17.665000	0.343095
	17.666000	0.331416
	17.667000	0.332065
	17.668000	0.302541
	17.669000	0.296053
	17.670000	0.276587
	17.671000	0.309679
	17.672000	0.299621
	17.673000	0.316816
	17.674000	0.330442
	17.675000	0.291835
	17.676000	0.293457
	17.677000	0.267827
	17.678000	0.272694
	17.679000	0.275289
	17.680000	0.341149
	17.681000	0.320709
	17.682000	0.332389
	17.683000	0.312599
	17.684000	0.304812
	17.685000	0.261014
	17.686000	0.333362
	17.687000	0.344069
	17.688000	0.358343
	17.689000	0.322332
	17.690000	0.416092
	17.691000	0.400844
	17.692000	0.360615
	17.693000	0.323629
	17.694000	0.225975
	17.695000	0.152329
	17.696000	0.116642
	17.697000	0.193532
	17.698000	0.179582
	17.699000	0.196128
	17.700000	0.241873
	17.701000	0.361588
	17.702000	0.396951
	17.703000	0.418363
	17.704000	0.370023
	17.705000	0.279831
	17.706000	0.273342
	17.707000	0.284373
	17.708000	0.228895
	17.709000	0.263609
	17.710000	0.198074
	17.711000	0.146165
	17.712000	0.191910
	17.713000	0.241548
	17.714000	0.297026
	17.715000	0.348611
	17.716000	0.373267
	17.717000	0.377161
	17.718000	0.554300
	17.719000	0.637679
	17.720000	0.566629
	17.721000	0.463784
	17.722000	0.321358
	17.723000	0.212998
	17.724000	0.127997
	17.725000	0.003740
	17.726000	-0.020268
	17.727000	0.030343
	17.728000	-0.002424
	17.729000	0.057920
	17.730000	0.264258
	17.731000	0.388840
	17.732000	0.433936
	17.733000	0.443993
	17.734000	0.407008
	17.735000	0.363534
	17.736000	0.390462
	17.737000	0.334660
	17.738000	0.250308
	17.739000	0.218189
	17.740000	0.157845
	17.741000	0.133837
	17.742000	0.141948
	17.743000	0.129944
	17.744000	0.223704
	17.745000	0.295079
	17.746000	0.310328
	17.747000	0.340500
	17.748000	0.343420
	17.749000	0.354775
	17.750000	0.383974
	17.751000	0.390138
	17.752000	0.448535
	17.753000	0.457295
	17.754000	0.402791
	17.755000	0.348286
	17.756000	0.362237
	17.757000	0.353153
	17.758000	0.344069
	17.759000	0.290862
	17.760000	0.224678
	17.761000	0.154600
	17.762000	0.161089
	17.763000	0.210403
	17.764000	0.251281
	17.765000	0.341797
	17.766000	0.349584
	17.767000	0.331740
	17.768000	0.333687
	17.769000	0.392084
	17.770000	0.397924
	17.771000	0.344717
	17.772000	0.270098
	17.773000	0.261663
	17.774000	0.273667
	17.775000	0.251281
	17.776000	0.278858
	17.777000	0.317790
	17.778000	0.237006
	17.779000	0.238953
	17.780000	0.334336
	17.781000	0.519262
	17.782000	0.518613
	17.783000	0.573117
	17.784000	0.423554
	17.785000	0.401168
	17.786000	0.390787
	17.787000	0.289564
	17.788000	0.191586
	17.789000	0.121508
	17.790000	0.069599
	17.791000	0.060191
	17.792000	0.145192
	17.793000	0.152005
	17.794000	0.150707
	17.795000	0.174391
	17.796000	0.192559
	17.797000	0.208781
	17.798000	0.180555
	17.799000	0.238628
	17.800000	0.270747
	17.801000	0.244468
	17.802000	0.242521
	17.803000	0.370996
	17.804000	0.340500
	17.805000	0.425176
	17.806000	0.406035
	17.807000	0.359317
	17.808000	0.309354
	17.809000	0.311625
	17.810000	0.283724
	17.811000	0.229544
	17.812000	0.220136
	17.813000	0.235059
	17.814000	0.241548
	17.815000	0.291186
	17.816000	0.329469
	17.817000	0.367103
	17.818000	0.393382
	17.819000	0.344393
	17.820000	0.372618
	17.821000	0.371645
	17.822000	0.354775
	17.823000	0.348611
	17.824000	0.309030
	17.825000	0.276262
	17.826000	0.222407
	17.827000	0.209429
	17.828000	0.228895
	17.829000	0.230842
	17.830000	0.249659
	17.831000	0.217216
	17.832000	0.246739
	17.833000	0.312599
